order_id,order_date,state,category,item,gender,size,is_subscriber,quantity,total_amount,review,age,payment_type
45987,2024-12-24,Morelos,Accessories,Cap,Female,M,1,1,99.40,1,25,PayPal
45988,2023-10-18,Veracruz,Outerwear,Coat,Female,XL,0,1,650.00,5,23,"Credit Card"
45989,2023-09-29,"San Luis Potosí",Activewear,Joggers,Female,XL,0,1,345.10,5,21,"Credit Card"
45990,2024-06-23,"Quintana Roo","One-Piece Outfits",Tunic,Female,S,1,1,340.20,5,52,"Credit Card"
45991,2024-09-23,Sonora,Activewear,Joggers,Female,M,0,1,345.10,4,29,"Debit Card"
45992,2021-06-19,"Nuevo León",Outerwear,Hoodie,Male,S,0,1,275.45,5,34,"Credit Card"
45993,2023-08-28,Puebla,Shoes,Sandals,Female,S,1,1,210.25,1,47,"Debit Card"
45994,2022-01-20,Chiapas,Swimwear,"Swim Shorts",Female,XL,0,1,150.55,4,27,Cash
45995,2021-10-24,Guanajuato,Outerwear,Hoodie,Female,XL,0,1,275.45,5,15,"Credit Card"
45996,2024-03-01,Campeche,Swimwear,"Board Shorts",Male,L,0,1,120.30,4,49,PayPal
45997,2023-04-19,Yucatán,Activewear,"Compression Top",Female,XL,0,1,250.55,3,21,"Debit Card"
45998,2024-05-22,Coahuila,Accessories,Backpack,Male,L,0,1,540.90,1,20,"Credit Card"
45999,2022-05-02,"Baja California Sur",Shoes,Boots,Male,S,0,1,890.99,4,29,Cash
46000,2024-08-22,"Baja California",Accessories,Cap,Female,M,0,1,99.40,5,22,"Debit Card"
46001,2024-10-25,"Baja California Sur",Accessories,Cap,Female,M,0,1,99.40,4,22,"Debit Card"
46002,2022-10-11,Durango,Tops,T-Shirt,Female,S,1,1,99.99,5,50,Cash
46003,2024-07-10,Puebla,Shoes,Sandals,Female,M,0,1,210.25,4,53,"Debit Card"
46004,2022-12-07,Durango,Outerwear,Hoodie,Female,L,0,1,275.45,1,41,"Debit Card"
46005,2023-03-18,"Quintana Roo",Bottoms,Shorts,Female,M,0,1,145.60,4,36,Cash
46006,2023-08-19,"Ciudad de México",Accessories,Wallet,Male,L,0,1,330.25,1,25,"Credit Card"
46007,2022-02-02,Coahuila,Activewear,"Running Shorts",Female,M,1,1,180.30,1,46,PayPal
46008,2024-12-24,"Estado de México",Tops,"Tank Top",Male,S,0,2,178.50,3,58,PayPal
46009,2024-01-25,"Estado de México",Shoes,Sneakers,Male,S,1,1,599.50,4,51,"Credit Card"
46010,2023-09-24,Querétaro,"One-Piece Outfits",Tunic,Female,S,0,1,340.20,3,15,"Credit Card"
46011,2023-07-24,Jalisco,Shoes,Loafers,Non-specified,S,0,1,480.40,4,23,"Debit Card"
46012,2022-06-24,Tabasco,Accessories,"Messenger Bag",Male,L,0,1,650.75,1,35,Cash
46013,2021-11-10,Durango,Outerwear,Hoodie,Male,M,1,1,275.45,5,30,"Credit Card"
46014,2023-01-06,"Baja California Sur",Shoes,Sandals,Female,L,0,1,210.25,4,27,"Credit Card"
46015,2022-10-30,Querétaro,Bottoms,Shorts,Female,L,0,1,145.60,2,24,"Debit Card"
46016,2024-07-11,Puebla,"One-Piece Outfits",Rompers,Male,M,0,1,720.10,4,40,"Debit Card"
46017,2022-09-13,Yucatán,Outerwear,Jacket,Female,L,0,1,480.90,2,60,"Credit Card"
46018,2024-05-02,"Baja California Sur",Accessories,Scarf,Female,S,1,1,140.80,4,36,Cash
46019,2024-03-09,Jalisco,Bottoms,Jeans,Female,M,0,1,299.99,1,49,"Credit Card"
46020,2022-11-19,"Nuevo León",Swimwear,"Swim Shorts",Female,S,0,1,150.55,5,33,"Debit Card"
46021,2024-02-26,Nayarit,Outerwear,Blazer,Male,S,1,1,520.30,5,42,Cash
46022,2021-02-07,Aguascalientes,Tops,"Tank Top",Female,M,0,1,89.25,5,54,"Credit Card"
46023,2024-12-06,Morelos,Accessories,Belt,Female,S,1,1,120.60,1,16,"Credit Card"
46024,2024-05-19,Sinaloa,Accessories,Belt,Male,M,0,1,120.60,1,62,Cash
46025,2023-11-29,"Ciudad de México",Outerwear,Hoodie,Female,L,0,1,275.45,2,19,"Credit Card"
46026,2023-07-27,Durango,Swimwear,"Rash Guard",Male,M,0,1,180.90,1,25,"Debit Card"
46027,2024-03-17,"Estado de México",Activewear,Joggers,Female,L,1,1,345.10,5,27,"Debit Card"
46028,2024-02-11,Chiapas,Tops,"Button-Up Shirt",Male,L,0,1,220.40,5,30,"Debit Card"
46029,2023-04-11,Guanajuato,Accessories,Cap,Non-specified,M,0,1,99.40,2,37,"Debit Card"
46030,2021-04-08,"Nuevo León",Outerwear,Hoodie,Male,L,0,1,275.45,5,24,"Credit Card"
46031,2024-11-02,Tamaulipas,Bottoms,Shorts,Female,XL,0,1,145.60,4,34,"Debit Card"
46032,2024-10-15,Zacatecas,Activewear,Joggers,Female,XL,0,1,345.10,5,24,"Credit Card"
46033,2024-03-27,"Baja California Sur",Shoes,Loafers,Male,L,0,1,480.40,4,43,Cash
46034,2023-08-23,Morelos,Accessories,Cap,Female,XL,0,1,99.40,1,29,PayPal
46035,2023-06-06,"Estado de México",Accessories,Cap,Female,M,0,1,99.40,1,50,"Debit Card"
46036,2023-07-20,Campeche,Accessories,Belt,Female,XL,0,1,120.60,5,18,"Debit Card"
46037,2021-05-01,Michoacán,Activewear,Joggers,Female,M,0,1,345.10,5,33,PayPal
46038,2024-06-17,"Estado de México",Outerwear,Hoodie,Female,L,0,1,275.45,5,41,"Debit Card"
46039,2023-02-25,"Quintana Roo",Accessories,Scarf,Female,S,0,1,140.80,1,21,"Credit Card"
46040,2021-10-26,Sinaloa,Outerwear,Hoodie,Female,M,0,1,275.45,5,55,"Credit Card"
46041,2024-08-21,Aguascalientes,Shoes,Boots,Female,L,1,1,890.99,4,53,"Debit Card"
46042,2023-12-03,"Quintana Roo",Tops,T-Shirt,Female,S,0,1,99.99,5,18,"Credit Card"
46043,2021-05-11,"Quintana Roo",Activewear,"Compression Top",Male,L,0,1,250.55,5,28,"Credit Card"
46044,2023-11-07,"San Luis Potosí",Bottoms,"Utility Pants",Female,M,0,1,160.00,4,27,Cash
46045,2023-08-28,"Ciudad de México",Outerwear,Jacket,Male,M,0,1,480.90,5,26,"Credit Card"
46046,2024-02-08,Chihuahua,Bottoms,"Utility Pants",Female,XL,1,1,160.00,3,51,PayPal
46047,2023-12-16,Oaxaca,Tops,"Button-Up Shirt",Female,M,0,1,220.40,5,17,"Credit Card"
46048,2023-05-03,Veracruz,Bottoms,"Cargo Pants",Female,S,0,1,250.75,5,25,"Credit Card"
46049,2024-05-15,Jalisco,Activewear,"Running Shorts",Female,L,1,1,180.30,5,15,"Credit Card"
46050,2023-05-21,Guanajuato,Tops,"Polo Shirt",Female,M,0,1,135.50,5,27,"Credit Card"
46051,2023-10-08,Jalisco,Shoes,Sneakers,Male,M,0,1,599.50,4,60,Cash
46052,2022-03-12,Tabasco,Shoes,Loafers,Female,M,1,1,480.40,4,52,PayPal
46053,2024-11-22,Oaxaca,Activewear,"Compression Top",Non-specified,XL,0,1,250.55,4,33,"Credit Card"
46054,2022-07-17,Chihuahua,Bottoms,"Utility Pants",Male,XL,0,1,160.00,3,21,Cash
46055,2023-09-20,Guerrero,Shoes,Sneakers,Female,M,0,1,599.50,4,18,"Credit Card"
46056,2023-04-14,Jalisco,Outerwear,Jacket,Male,M,0,1,480.90,5,17,"Credit Card"
46057,2022-07-20,Hidalgo,Bottoms,"Cargo Pants",Non-specified,L,1,1,250.75,3,32,"Credit Card"
46058,2022-12-15,"Nuevo León",Outerwear,Coat,Male,XL,0,1,650.00,5,37,"Credit Card"
46059,2024-07-06,"Nuevo León",Activewear,"Running Shorts",Female,M,1,1,180.30,5,24,Cash
46060,2024-09-15,Nayarit,Outerwear,Hoodie,Female,L,1,1,275.45,5,15,"Credit Card"
46061,2021-10-12,Coahuila,Accessories,Wallet,Female,M,1,1,330.25,4,26,"Credit Card"
46062,2022-10-18,"Quintana Roo",Bottoms,"Cargo Pants",Female,M,0,1,250.75,3,24,"Credit Card"
46063,2022-06-17,"Estado de México",Swimwear,"Board Shorts",Female,M,1,1,120.30,4,48,Cash
46064,2024-08-19,Yucatán,Outerwear,Jacket,Male,L,0,1,480.90,5,34,Cash
46065,2021-06-21,Morelos,Accessories,Wallet,Female,XL,0,1,330.25,1,22,PayPal
46066,2024-09-12,Michoacán,Activewear,"Running Shorts",Male,M,1,1,180.30,2,47,PayPal
46067,2023-06-08,Nayarit,Bottoms,Jeans,Male,L,0,1,299.99,3,54,"Credit Card"
46068,2024-08-06,"Baja California Sur",Accessories,Backpack,Female,XL,0,1,540.90,1,30,PayPal
46069,2024-05-21,Nayarit,"One-Piece Outfits",Jumpsuit,Male,XL,0,1,899.99,4,24,"Credit Card"
46070,2023-06-08,Chihuahua,Tops,"Polo Shirt",Female,XL,0,1,135.50,5,31,Cash
46071,2024-01-01,"Quintana Roo",Outerwear,Jacket,Male,S,0,1,480.90,5,16,Cash
46072,2022-11-16,Guanajuato,Bottoms,Jeans,Male,S,0,1,299.99,2,21,"Debit Card"
46073,2023-03-18,Tlaxcala,"One-Piece Outfits",Kaftan,Female,XL,0,1,415.35,3,25,"Credit Card"
46074,2022-09-22,Querétaro,Activewear,"Training Pants",Female,L,0,1,310.70,5,24,"Debit Card"
46075,2024-12-01,Durango,Shoes,Loafers,Male,M,0,1,480.40,2,60,"Debit Card"
46076,2024-08-26,Chihuahua,Shoes,Boots,Male,M,0,1,890.99,2,50,PayPal
46077,2024-02-20,Puebla,Accessories,Cap,Female,M,0,1,99.40,1,18,"Debit Card"
46078,2024-03-22,Veracruz,Bottoms,Jeans,Female,XL,1,1,299.99,3,56,Cash
46079,2021-05-21,Querétaro,Tops,T-Shirt,Non-specified,L,0,1,99.99,1,41,"Credit Card"
46080,2022-02-15,Michoacán,"One-Piece Outfits",Rompers,Female,XL,1,1,720.10,3,29,PayPal
46081,2021-07-15,Guanajuato,Accessories,"Messenger Bag",Female,S,0,1,650.75,1,49,"Credit Card"
46082,2023-01-13,Colima,Shoes,Slip-Ons,Male,XL,0,1,750.00,5,25,"Credit Card"
46083,2022-12-14,Tamaulipas,Activewear,"Compression Top",Male,M,0,1,250.55,5,34,Cash
46084,2022-09-12,Chiapas,Swimwear,"Swim Shorts",Non-specified,M,0,1,150.55,4,40,"Debit Card"
46085,2024-01-16,Jalisco,Shoes,Sandals,Male,XL,0,1,210.25,3,23,"Credit Card"
46086,2023-07-26,"San Luis Potosí",Activewear,"Running Shorts",Non-specified,XL,0,1,180.30,5,27,"Bank Transfer"
46087,2021-06-15,"Ciudad de México",Shoes,Boots,Female,S,0,1,890.99,4,41,"Debit Card"
46088,2021-09-26,Colima,Outerwear,Jacket,Female,M,0,1,480.90,5,57,PayPal
46089,2024-05-12,Querétaro,"One-Piece Outfits",Jumpsuit,Non-specified,M,0,1,899.99,3,59,Cash
46090,2022-09-13,"Baja California",Shoes,Sandals,Female,S,0,1,210.25,4,31,"Debit Card"
46091,2023-12-08,Campeche,Shoes,Slip-Ons,Female,S,0,1,750.00,2,41,"Debit Card"
46092,2022-06-03,Puebla,Bottoms,Shorts,Male,M,0,1,145.60,3,29,"Debit Card"
46093,2022-12-28,Guanajuato,Swimwear,"Swim Shorts",Male,XL,0,1,150.55,4,33,Cash
46094,2024-07-15,Coahuila,Shoes,Sneakers,Male,M,1,1,599.50,4,28,"Debit Card"
46095,2024-03-24,"Baja California",Shoes,Sneakers,Female,XL,0,1,599.50,5,23,PayPal
46096,2023-11-15,"San Luis Potosí",Shoes,Slip-Ons,Female,M,0,1,750.00,5,26,"Credit Card"
46097,2023-11-10,Morelos,Shoes,Sneakers,Female,M,1,1,599.50,3,28,"Debit Card"
46098,2023-03-17,"Nuevo León",Bottoms,"Utility Pants",Male,L,1,1,160.00,3,24,"Credit Card"
46099,2022-11-07,Guerrero,Activewear,"Running Shorts",Non-specified,XL,0,1,180.30,5,35,"Debit Card"
46100,2024-09-18,Michoacán,Shoes,Sandals,Female,S,1,1,210.25,2,23,"Credit Card"
46101,2023-02-05,Tamaulipas,Activewear,Joggers,Male,L,0,1,345.10,5,35,PayPal
46102,2023-10-08,Sinaloa,Outerwear,Coat,Non-specified,M,0,1,650.00,2,25,"Credit Card"
46103,2024-06-27,Zacatecas,Activewear,Joggers,Male,S,0,1,345.10,5,17,"Credit Card"
46104,2023-07-14,Sonora,Swimwear,"Swim Shorts",Female,M,0,1,150.55,4,19,PayPal
46105,2024-09-02,Campeche,Outerwear,Jacket,Female,L,0,1,480.90,5,47,"Debit Card"
46106,2024-09-27,Aguascalientes,Shoes,Boots,Male,S,1,1,890.99,4,48,"Debit Card"
46107,2021-02-21,Zacatecas,"One-Piece Outfits",Tunic,Male,M,1,3,1020.60,3,15,PayPal
46108,2023-02-24,Campeche,Activewear,"Running Shorts",Female,S,0,1,180.30,5,23,"Debit Card"
46109,2024-12-27,Morelos,Activewear,"Compression Top",Female,XL,0,1,250.55,5,25,PayPal
46110,2024-09-07,Querétaro,Accessories,Scarf,Female,M,1,1,140.80,1,19,"Credit Card"
46111,2024-09-18,Sonora,Accessories,Scarf,Female,M,1,1,140.80,1,26,"Debit Card"
46112,2023-10-01,Chiapas,Activewear,"Training Pants",Female,XL,0,1,310.70,2,17,"Debit Card"
46113,2024-11-20,Nayarit,Outerwear,Coat,Male,XL,1,1,650.00,5,44,"Credit Card"
46114,2024-08-03,"Quintana Roo",Accessories,Scarf,Female,M,0,1,140.80,1,48,"Credit Card"
46115,2024-07-19,Hidalgo,Swimwear,"Board Shorts",Female,M,0,1,120.30,1,50,Cash
46116,2023-09-18,Guanajuato,Outerwear,Hoodie,Female,M,0,1,275.45,2,42,Cash
46117,2024-08-29,Nayarit,Activewear,Joggers,Female,M,0,1,345.10,5,17,"Debit Card"
46118,2023-03-17,Tlaxcala,Shoes,Boots,Male,L,0,1,890.99,5,26,Cash
46119,2024-02-06,Coahuila,Outerwear,Hoodie,Female,M,0,1,275.45,4,35,"Debit Card"
46120,2024-08-02,Guerrero,Shoes,Sandals,Female,M,0,1,210.25,4,15,"Debit Card"
46121,2024-04-25,Morelos,Shoes,Sandals,Female,XL,1,1,210.25,4,22,"Bank Transfer"
46122,2021-12-29,Chihuahua,Tops,"Polo Shirt",Female,S,0,1,135.50,3,31,Cash
46123,2024-05-02,Veracruz,Activewear,"Training Pants",Male,M,0,1,310.70,5,51,"Credit Card"
46124,2021-06-16,Aguascalientes,Tops,"Tank Top",Female,S,0,1,89.25,5,42,PayPal
46125,2023-11-20,Guerrero,Tops,T-Shirt,Male,M,0,1,99.99,5,24,"Debit Card"
46126,2024-04-26,Guerrero,Bottoms,Jeans,Male,XL,0,1,299.99,4,15,Cash
46127,2022-11-17,"Baja California",Activewear,"Track Jacket",Female,L,0,1,420.60,5,43,"Credit Card"
46128,2021-07-07,Veracruz,Bottoms,"Cargo Pants",Male,M,0,1,250.75,3,54,Cash
46129,2021-04-19,"Quintana Roo",Tops,T-Shirt,Female,S,0,3,299.97,5,53,Cash
46130,2022-06-06,"Ciudad de México",Bottoms,"Utility Pants",Female,L,0,1,160.00,1,23,"Debit Card"
46131,2024-09-04,Puebla,Accessories,Belt,Female,L,0,1,120.60,5,20,"Debit Card"
46132,2024-05-05,Chihuahua,Accessories,Wallet,Female,L,0,1,330.25,1,36,PayPal
46133,2022-12-19,Jalisco,Bottoms,Jeans,Male,S,0,1,299.99,3,61,"Debit Card"
46134,2023-07-21,Guerrero,Tops,"Polo Shirt",Female,M,1,1,135.50,5,15,"Credit Card"
46135,2024-06-11,Tamaulipas,"One-Piece Outfits",Rompers,Female,S,1,1,720.10,1,27,"Credit Card"
46136,2024-08-10,Aguascalientes,Tops,"Tank Top",Female,S,0,1,89.25,4,51,"Credit Card"
46137,2021-05-12,"San Luis Potosí",Bottoms,"Cargo Pants",Male,L,1,1,250.75,3,23,Cash
46138,2022-06-10,"Quintana Roo",Bottoms,"Cargo Pants",Male,L,0,1,250.75,3,61,"Debit Card"
46139,2023-07-17,"Estado de México","One-Piece Outfits",Rompers,Male,XL,1,1,720.10,3,29,PayPal
46140,2023-08-28,"Quintana Roo",Tops,"Tank Top",Female,M,0,1,89.25,5,27,"Bank Transfer"
46141,2022-11-15,"Baja California",Activewear,"Track Jacket",Female,XL,0,1,420.60,5,26,"Debit Card"
46142,2023-10-18,Querétaro,Swimwear,"Rash Guard",Female,M,0,1,180.90,4,32,"Debit Card"
46143,2022-12-01,Yucatán,Bottoms,Shorts,Non-specified,XL,0,1,145.60,3,30,"Debit Card"
46144,2024-09-05,Aguascalientes,Shoes,Sandals,Female,XL,0,1,210.25,3,23,PayPal
46145,2022-08-18,Puebla,Tops,"Tank Top",Male,XL,0,1,89.25,5,35,PayPal
46146,2022-05-25,Colima,"One-Piece Outfits",Tunic,Male,M,1,1,340.20,5,25,"Credit Card"
46147,2022-06-13,Guerrero,Accessories,Belt,Female,L,1,1,120.60,1,27,"Debit Card"
46148,2023-06-27,Veracruz,Outerwear,Blazer,Female,M,1,1,520.30,5,23,"Credit Card"
46149,2021-11-22,Querétaro,Accessories,Backpack,Female,L,0,1,540.90,1,20,"Debit Card"
46150,2021-05-07,"Estado de México",Outerwear,Hoodie,Male,M,1,1,275.45,5,33,PayPal
46151,2024-11-16,Guanajuato,Swimwear,"Swim Shorts",Female,L,0,1,150.55,1,43,"Credit Card"
46152,2024-12-25,"Estado de México",Tops,"Button-Up Shirt",Male,L,0,1,220.40,5,43,"Credit Card"
46153,2021-01-14,Guerrero,Tops,T-Shirt,Female,XL,0,1,99.99,5,44,PayPal
46154,2023-04-04,"Ciudad de México",Tops,"Tank Top",Male,S,0,1,89.25,1,27,"Debit Card"
46155,2024-02-08,Coahuila,Outerwear,Jacket,Non-specified,S,1,1,480.90,5,57,"Credit Card"
46156,2023-11-12,Puebla,Shoes,Sneakers,Female,L,0,1,599.50,4,19,PayPal
46157,2024-09-29,Campeche,Swimwear,"Swim Shorts",Male,L,0,1,150.55,2,27,"Credit Card"
46158,2024-02-23,"Ciudad de México",Outerwear,Jacket,Male,S,1,1,480.90,5,56,"Bank Transfer"
46159,2022-04-16,"Nuevo León",Outerwear,Hoodie,Female,L,1,1,275.45,5,40,"Debit Card"
46160,2021-05-03,Aguascalientes,Tops,"Tank Top",Male,S,0,1,89.25,5,20,Cash
46161,2024-06-25,Veracruz,Outerwear,Jacket,Female,XL,0,1,480.90,5,27,"Credit Card"
46162,2024-07-05,Veracruz,Activewear,"Track Jacket",Female,S,1,1,420.60,5,32,"Credit Card"
46163,2024-01-16,"Baja California",Bottoms,"Utility Pants",Female,M,1,1,160.00,3,30,"Credit Card"
46164,2023-03-26,"Quintana Roo","One-Piece Outfits",Jumpsuit,Male,M,0,1,899.99,3,43,"Credit Card"
46165,2024-03-03,Oaxaca,Accessories,"Messenger Bag",Male,M,1,1,650.75,1,48,"Credit Card"
46166,2023-07-27,Oaxaca,Activewear,"Running Shorts",Male,M,0,1,180.30,3,50,"Credit Card"
46167,2022-05-04,Sonora,Activewear,"Training Pants",Male,XL,1,1,310.70,5,20,"Debit Card"
46168,2023-08-26,Zacatecas,Swimwear,"Rash Guard",Male,XL,0,1,180.90,1,57,"Debit Card"
46169,2024-01-29,Hidalgo,Tops,"Tank Top",Female,L,1,1,89.25,5,24,Cash
46170,2022-11-16,"Baja California Sur","One-Piece Outfits",Kaftan,Male,M,0,1,415.35,4,27,PayPal
46171,2023-09-21,Chihuahua,Tops,"Polo Shirt",Female,M,0,1,135.50,5,38,"Credit Card"
46172,2024-08-12,Oaxaca,Tops,"Tank Top",Male,L,0,1,89.25,2,40,"Debit Card"
46173,2024-07-11,Guerrero,Outerwear,Coat,Male,M,1,1,650.00,5,37,"Debit Card"
46174,2021-03-12,Oaxaca,Swimwear,"Swim Shorts",Male,L,0,2,301.10,4,61,"Bank Transfer"
46175,2022-02-18,Coahuila,"One-Piece Outfits",Rompers,Male,XL,1,1,720.10,3,26,"Credit Card"
46176,2021-11-13,Jalisco,Swimwear,"Swim Shorts",Male,M,0,1,150.55,4,36,"Credit Card"
46177,2023-02-19,Zacatecas,Activewear,"Training Pants",Male,L,0,1,310.70,5,36,"Debit Card"
46178,2023-12-20,Tamaulipas,Bottoms,Shorts,Female,M,0,1,145.60,3,31,"Debit Card"
46179,2021-03-25,Veracruz,Swimwear,"Swim Shorts",Male,L,0,1,150.55,3,40,Cash
46180,2021-08-23,Veracruz,"One-Piece Outfits",Tunic,Male,S,0,1,340.20,5,45,"Credit Card"
46181,2023-07-23,Chihuahua,Swimwear,"Rash Guard",Male,XL,1,1,180.90,4,34,Cash
46182,2022-09-17,Chihuahua,Bottoms,"Cargo Pants",Female,XL,0,1,250.75,4,33,"Credit Card"
46183,2024-04-18,Tlaxcala,Bottoms,"Utility Pants",Female,XL,0,1,160.00,3,27,Cash
46184,2021-02-20,Hidalgo,Accessories,Wallet,Male,S,0,1,330.25,2,30,"Credit Card"
46185,2023-07-19,Nayarit,Swimwear,"Swim Shorts",Male,L,0,1,150.55,4,32,Cash
46186,2022-07-19,Veracruz,Tops,"Tank Top",Female,L,0,1,89.25,4,33,"Credit Card"
46187,2024-05-16,"Nuevo León",Swimwear,"Rash Guard",Female,L,0,1,180.90,1,27,"Debit Card"
46188,2024-11-19,Jalisco,Outerwear,Hoodie,Female,L,0,1,275.45,3,36,"Debit Card"
46189,2022-05-11,Tlaxcala,Shoes,Sneakers,Female,S,0,1,599.50,3,29,"Debit Card"
46190,2022-12-12,Querétaro,Shoes,Boots,Female,S,0,1,890.99,5,24,"Debit Card"
46191,2023-03-18,Nayarit,"One-Piece Outfits",Jumpsuit,Female,XL,0,1,899.99,2,60,Cash
46192,2024-12-09,"Estado de México",Tops,"Polo Shirt",Female,XL,1,1,135.50,5,41,Cash
46193,2024-02-15,"Ciudad de México",Tops,"Polo Shirt",Female,XL,1,1,135.50,5,61,"Credit Card"
46194,2024-05-02,Chihuahua,Bottoms,Shorts,Female,XL,0,1,145.60,3,43,"Debit Card"
46195,2023-06-05,Aguascalientes,Activewear,"Training Pants",Female,XL,0,2,621.40,4,61,"Debit Card"
46196,2021-10-09,"Nuevo León",Shoes,Sandals,Male,M,1,2,420.50,4,61,"Credit Card"
46197,2024-11-08,Michoacán,Activewear,"Training Pants",Male,M,0,1,310.70,5,62,"Bank Transfer"
46198,2022-02-24,Guanajuato,Tops,"Tank Top",Female,S,0,1,89.25,5,38,"Credit Card"
46199,2021-06-12,Yucatán,"One-Piece Outfits",Jumpsuit,Male,L,1,1,899.99,3,28,"Debit Card"
46200,2024-11-01,Nayarit,Activewear,"Training Pants",Male,L,1,1,310.70,5,32,"Credit Card"
46201,2021-04-22,Colima,"One-Piece Outfits",Jumpsuit,Female,L,0,1,899.99,5,25,"Bank Transfer"
46202,2023-05-07,"Ciudad de México",Bottoms,Shorts,Male,XL,0,1,145.60,1,48,PayPal
46203,2024-06-09,Oaxaca,Activewear,"Track Jacket",Male,XL,0,1,420.60,5,34,"Bank Transfer"
46204,2021-05-28,Oaxaca,"One-Piece Outfits",Jumpsuit,Male,M,0,1,899.99,4,48,"Credit Card"
46205,2021-03-27,Veracruz,Activewear,"Running Shorts",Female,S,0,1,180.30,5,23,"Credit Card"
46206,2022-09-28,Zacatecas,Swimwear,"Swim Shorts",Male,XL,0,1,150.55,4,42,"Debit Card"
46207,2021-08-02,Coahuila,Accessories,Scarf,Female,M,0,1,140.80,1,57,PayPal
46208,2024-06-25,Jalisco,Tops,T-Shirt,Male,M,1,2,199.98,5,42,"Debit Card"
46209,2023-04-04,Tabasco,Tops,"Polo Shirt",Female,XL,1,1,135.50,2,16,"Credit Card"
46210,2022-05-30,Guanajuato,Tops,"Tank Top",Male,XL,0,1,89.25,1,25,"Credit Card"
46211,2023-10-27,Querétaro,Accessories,Cap,Female,M,0,1,99.40,4,56,"Debit Card"
46212,2022-07-05,Tlaxcala,Shoes,Sneakers,Female,XL,1,1,599.50,1,19,"Debit Card"
46213,2022-07-25,"Ciudad de México",Swimwear,"Board Shorts",Non-specified,M,0,1,120.30,4,48,"Bank Transfer"
46214,2024-05-22,Chiapas,Activewear,"Running Shorts",Male,M,0,1,180.30,3,26,"Credit Card"
46215,2024-11-08,Puebla,Shoes,Sneakers,Male,M,0,1,599.50,5,36,"Credit Card"
46216,2024-07-29,Veracruz,Tops,"Polo Shirt",Male,L,0,1,135.50,5,23,Cash
46217,2023-04-29,Durango,Swimwear,"Swim Shorts",Male,S,1,2,301.10,3,39,"Credit Card"
46218,2023-03-03,Hidalgo,Activewear,Joggers,Female,M,0,1,345.10,5,62,"Debit Card"
46219,2024-05-24,Chihuahua,"One-Piece Outfits",Tunic,Male,M,1,1,340.20,3,43,"Credit Card"
46220,2024-09-28,Guanajuato,Accessories,Scarf,Female,L,0,1,140.80,4,37,"Credit Card"
46221,2022-01-04,Michoacán,Accessories,"Messenger Bag",Male,XL,0,1,650.75,1,34,"Credit Card"
46222,2021-04-29,Campeche,Bottoms,"Utility Pants",Male,S,0,1,160.00,5,23,"Credit Card"
46223,2023-07-30,Morelos,"One-Piece Outfits",Rompers,Male,M,1,1,720.10,3,55,"Credit Card"
46224,2021-08-09,Hidalgo,Activewear,"Compression Top",Female,M,0,1,250.55,5,45,Cash
46225,2023-11-18,"Estado de México",Outerwear,Jacket,Male,XL,0,1,480.90,5,22,"Debit Card"
46226,2022-03-17,Coahuila,"One-Piece Outfits",Rompers,Female,XL,0,1,720.10,2,32,"Credit Card"
46227,2023-05-27,Michoacán,Outerwear,Hoodie,Male,XL,0,1,275.45,5,35,"Debit Card"
46228,2024-05-01,Oaxaca,Outerwear,Coat,Female,L,0,1,650.00,2,19,"Debit Card"
46229,2022-11-29,Veracruz,"One-Piece Outfits",Jumpsuit,Female,XL,0,1,899.99,3,30,"Credit Card"
46230,2021-03-07,Chihuahua,Shoes,Slip-Ons,Female,XL,0,1,750.00,4,42,PayPal
46231,2024-04-21,Puebla,Activewear,"Training Pants",Male,M,0,2,621.40,5,40,Cash
46232,2022-07-20,Nayarit,Bottoms,Jeans,Male,L,1,1,299.99,1,56,"Credit Card"
46233,2024-09-29,Guerrero,Tops,"Tank Top",Non-specified,XL,0,1,89.25,3,59,"Debit Card"
46234,2022-02-07,"San Luis Potosí",Bottoms,Jeans,Male,M,1,1,299.99,3,42,"Credit Card"
46235,2023-01-22,Jalisco,Activewear,Joggers,Female,M,0,1,345.10,4,34,"Bank Transfer"
46236,2024-06-04,Tlaxcala,Tops,T-Shirt,Male,M,1,1,99.99,5,29,"Credit Card"
46237,2024-01-30,Tabasco,Shoes,Sandals,Male,L,0,1,210.25,4,28,"Credit Card"
46238,2023-06-23,"Estado de México",Swimwear,"Rash Guard",Male,M,0,1,180.90,4,25,Cash
46239,2021-11-17,Aguascalientes,Tops,"Tank Top",Male,S,0,1,89.25,5,39,"Credit Card"
46240,2023-08-08,"Baja California",Accessories,Scarf,Female,M,0,1,140.80,5,25,Cash
46241,2022-05-10,Guerrero,Tops,T-Shirt,Female,S,1,1,99.99,3,37,Cash
46242,2024-09-03,Guerrero,Outerwear,Blazer,Female,XL,0,1,520.30,5,28,"Debit Card"
46243,2021-09-25,Colima,Bottoms,Jeans,Female,XL,1,1,299.99,3,51,PayPal
46244,2021-11-17,Yucatán,Accessories,Scarf,Male,L,0,1,140.80,1,45,"Debit Card"
46245,2024-09-06,Sinaloa,Shoes,Sneakers,Female,S,1,1,599.50,4,26,"Bank Transfer"
46246,2024-09-03,"Estado de México",Outerwear,Hoodie,Female,M,0,1,275.45,5,29,"Debit Card"
46247,2021-02-13,Puebla,Tops,"Tank Top",Female,S,0,1,89.25,5,40,PayPal
46248,2023-03-07,Puebla,Tops,"Tank Top",Male,L,0,1,89.25,5,55,"Debit Card"
